"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Chen P.-C.; Chang M.; Gabayno J.L.; Wang X.; Liu X.","Chen, Po-Cheng (57203721852); Chang, Ming (25654480400); Gabayno, Jacque Lynn (35422139100); Wang, Xiangning (56770722400); Liu, Xiaojun (56377159500)","57203721852; 25654480400; 35422139100; 56770722400; 56377159500","High resolution topography utilizing a line scan stereo vision technique","2017","Microsystem Technologies","23","6","","1653","1659","6","10.1007/s00542-015-2675-4","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941369798&doi=10.1007%2fs00542-015-2675-4&partnerID=40&md5=c730611e76830e63b0bbc16d1d78c419","High-resolution surface topography measurement using two line scan CCDs was proposed for full-field optical inspection of surface geometry and defects. Based on traditional stereo vision technique, a new configuration of dual linear CCD system was constructed and a novel algorithm for correspondence matching based on digital image correlation (DIC) technique was proposed for the determination of 3D coordinates. Depending on the desired resolution, a user-defined template was employed in the algorithm to accurately select the correspondence pairs in the line scan image. The OpenGL™ database was used to reconstruct the surface topography from the corresponding matched points. Experimental results show that the accuracy and repeatability in the sub-micrometer scale were established with the proposed technique, which can be further improved depending on the pixel resolution of the line CCD. Since larger specimen can be inspected at high-speed by the use of larger arrays with smaller pixel size, the dual vision system can be easily used for high-resolution 3D profile measurement and defect inspection in-line. © 2015, Springer-Verlag Berlin Heidelberg.","Algorithms; Application programming interfaces (API); Computer vision; Image matching; Inspection; Pixels; Stereo vision; Surface defects; Surface topography; Topography; Accuracy and repeatabilities; D. digital image correlation (DIC); Defect inspection; High resolution 3-D profiles; Line scan images; Optical inspection; Surface geometries; Topography measurement; Stereo image processing","","Article","Final","","Scopus","2-s2.0-84941369798"
"Oh S.E.; Hong J.-W.","Oh, Seong Eun (57188957950); Hong, Jung-Wuk (35752794000)","57188957950; 35752794000","Parallelization of a finite element Fortran code using OpenMP library","2017","Advances in Engineering Software","104","","","28","37","9","10.1016/j.advengsoft.2016.11.004","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999293124&doi=10.1016%2fj.advengsoft.2016.11.004&partnerID=40&md5=482236fb70da26f6604362b4d05bcae7","A finite element analysis code FEAP is parallelized using the OpenMP library, and the performance is evaluated. The essential concepts of the OpenMP for the implementation of the parallelization are described and then our parallelization procedures are presented. The skeleton of FEAP is analyzed and the subroutines that need to be parallelized are identified. Then, the general procedures to declare the parallel variables are explained and synchronization, which is necessary for parallelization, is described. Using the parallelized FEAP code, several examples are solved, and the accuracies and the numerical efficiencies are investigated. © 2016 Elsevier Ltd","Application programming interfaces (API); Codes (symbols); FEAP; FORTRAN codes; Numerical efficiency; OpenMP; Parallelization procedures; Parallelizations; Finite element method","FEAP; Finite element analysis; OpenMP; Parallelization","Article","Final","","Scopus","2-s2.0-84999293124"
"Huang F.; Lan B.; Tao J.; Chen Y.; Tan X.; Feng J.; Ma Y.","Huang, Fang (56453746000); Lan, Bo (57202670213); Tao, Jian (36025941500); Chen, Yinjie (57195565720); Tan, Xicheng (8648162800); Feng, Jie (57195569322); Ma, Yan (57198591455)","56453746000; 57202670213; 36025941500; 57195565720; 8648162800; 57195569322; 57198591455","A Parallel Nonlocal Means Algorithm for Remote Sensing Image Denoising on an Intel Xeon Phi Platform","2017","IEEE Access","5","","7912226","8559","8567","8","10.1109/ACCESS.2017.2696362","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028853107&doi=10.1109%2fACCESS.2017.2696362&partnerID=40&md5=ff5dda9266f05bfa52ab0917896ea36f","The nonlocal means (NLM) algorithm is one of the best image denoising algorithms because of its superior capability to retain the texture details of an image and is widely used in remote sensing (RS) image preprocessing. However, the time complexity of the algorithm is very high due to its nonlocality when searching for similar pixels. As a result, the NLM algorithm cannot satisfy the near real-time requirements of some specific applications. To resolve this issue, a parallel NLM algorithm based on Intel Xeon Phi hardware with Intel's many integrated cores (MIC) architecture was designed and implemented in this paper. The parallel algorithm achieved satisfactory speedup, but the speedup obtained showed a step-like distribution for different image sizes. This result was not expected based on the theoretical analysis, which predicted that the speedup should be independent of input data set size. To address this problem, the parallel algorithm was further optimized by adding pretreatment approaches and cutting down the number of nested loops in the MIC. Finally, experiments using the standard and optimized versions were carried out using the RS images of different sizes. Several conclusions could be drawn from the experimental results: 1) the standard parallel algorithm can obtain better speedup with only one MIC card and 2) the optimized parallel algorithm can completely eliminate the step distribution of the speedup and can also accelerate RS image processing significantly. © 2017 IEEE.","Application programming interfaces (API); Computational complexity; Image processing; Image reconstruction; Microwave integrated circuits; Parallel algorithms; Parallel processing systems; Remote sensing; Image denoising algorithm; Integrated core; Non local means (NLM); Non-local means; OpenMP; Remote sensing image denoising; Remote sensing images; Time complexity; Image denoising","image processing; MIC; OpenMP; Parallel computing; remote sensing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85028853107"
"Lyu Z.; Tu X.; Pei X.; Liang H.; Sarem M.","Lyu, Zehua (55834661600); Tu, Xuping (8678495400); Pei, Xiaobing (8964797500); Liang, Hu (56422929200); Sarem, Mudar (15045681700)","55834661600; 8678495400; 8964797500; 56422929200; 15045681700","Netlet: A simple and versatile network middleware for peer-to-peer application program","2017","Computers and Electrical Engineering","59","","","1","14","13","10.1016/j.compeleceng.2017.02.025","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014465930&doi=10.1016%2fj.compeleceng.2017.02.025&partnerID=40&md5=86a3e734a3eddc006d96907a60be555c","Due to the complexity of the Internet, it is often difficult to produce a new and stable program within a short period of time. Taking the popular socket application programming interface for example, there are many details to be dealt with in relation to other common networking issues. This paper introduces a new middleware, called Netlet, which provides an easy programming model while hiding the complexity associated with the communications. By using Netlet, the programmer delivers messages without explicitly setting up or closing the connections even for the Network Address Translation sessions. This consequently allows the users to focus more on the specific applications. It demonstrates that Netlet can be applied to a wide range of Internet applications including latency-sensitive applications and computation and bandwidth intensive applications. © 2017 Elsevier Ltd","Application programming interfaces (API); Application programs; Complex networks; Computer systems programming; Distributed computer systems; Middleware; Bandwidth-intensive applications; Hole punching; Netlet; Network address translations; Peer to peer; Peer-to-peer application; Sensitive application; Socket; Peer to peer networks","Half-hole-punching technique; Netlet; Peer-to-peer; Socket","Article","Final","","Scopus","2-s2.0-85014465930"
"Artar M.","Artar, Musa (56652140200)","56652140200","Optimum design of steel space frames under earthquake effect using harmony search","2016","Structural Engineering and Mechanics","58","3","","597","612","15","10.12989/sem.2016.58.3.597","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973468850&doi=10.12989%2fsem.2016.58.3.597&partnerID=40&md5=0c0b15f6425907b9f6b808b93be9ffaa","This paper presents an optimization process using Harmony Search Algorithm for minimum weight of steel space frames under earthquake effects according to Turkish Earthquake Code (2007) specifications. The optimum designs are carried out by selecting suitable sections from a specified list including W profiles taken from American Institute of Steel Construction (AISC). The stress constraints obeying AISC- Load and Resistance Factor Design (LRFD) specifications, lateral displacement constraints and geometric constraints are considered in the optimum designs. A computer program is coded in MATLAB for the purpose to incorporate with SAP2000 OAPI (Open Application Programming Interface) to perform structural analysis of the frames under earthquake loads. Three different steel space frames are carried out for four different seismic earthquake zones defined in Turkish Earthquake Code (2007). Results obtained from the examples show the applicability and robustness of the method. Copyright © 2016 Techno-Press, Ltd.","Application programming interfaces (API); Application programs; Computer programming; Earthquake effects; Learning algorithms; MATLAB; Specifications; American institute of steel constructions; Geometric constraint; Harmony search algorithms; Lateral displacements; Load and resistance factor design specifications; Open application programming interface; Optimum designs; Steel space frame; Structural frames","Earthquake effect; Harmony search algorithm; Optimum design; Steel space frames","Article","Final","","Scopus","2-s2.0-84973468850"
"Burger G.; Sitzenfrei R.; Kleidorfer M.; Rauch W.","Burger, Gregor (57198198512); Sitzenfrei, Robert (35604679000); Kleidorfer, Manfred (22980428900); Rauch, Wolfgang (12758697700)","57198198512; 35604679000; 22980428900; 12758697700","Quest for a new solver for EPANET 2","2016","Journal of Water Resources Planning and Management","142","3","04015065","","","","10.1061/(ASCE)WR.1943-5452.0000731","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958522324&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000731&partnerID=40&md5=818e19293d63434f97c18425364c8993","One of the best known hydraulic water distribution modeling toolkits that is most used by both researchers and practitioners is EPANET 2. Initially the authors aimed to speed up such simulations by utilizing modern multicore processors in the code implementation. The 30-year-old linear solver was replaced in steps by seven different modern multicore capable solvers. Subsequently, speedup tests were carried out with small- (up to 1.6 × 103 nodes), medium- (up to 6.3 × 104 nodes) and large-sized (up to 6.3 × 105 nodes) test cases. None of the tested solvers was found to perform faster than the original solver for networks with a real-world character, although two solvers showed a speedup on medium and large water distribution networks. This is an example that strategies to reduce computation time can produce promising results in a theoretic research environment, but fail in practical engineering applications. Likewise, this paper highlights again the importance of considering realistic test cases during the implementation phase. Further, the authors point out why the different tested strategies in this work have not succeeded. Although two other issues (implemented hash table and node reordering) could be identified for potential improvement of the code, it was concluded that the original solver is still the fastest for practical system configurations. © ASCE.","Application programming interfaces (API); Parallel processing systems; Compute Unified Device Architecture(CUDA); EPANET 2; Many core; Multi core; OpenMP; Sparse solvers; Water distribution model; computer simulation; distribution system; parallel computing; software; water management; water supply; Water distribution systems","Compute unified device architecture (CUDA); EPANET 2; Many-core; Multicore; OpenMP; Parallel computing; Sparse solver; Water distribution modeling","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84958522324"
"Wu Z.; Wei Q.","Wu, Zehui (57226047271); Wei, Qiang (55553728348)","57226047271; 55553728348","Quantitative Analysis of the Security of Software-Defined Network Controller Using Threat/Effort Model","2017","Mathematical Problems in Engineering","2017","","8740217","","","","10.1155/2017/8740217","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015780363&doi=10.1155%2f2017%2f8740217&partnerID=40&md5=3fa80b5ce4e242e8b58bce80017bb230","SDN-based controller, which is responsible for the configuration and management of the network, is the core of Software-Defined Networks. Current methods, which focus on the secure mechanism, use qualitative analysis to estimate the security of controllers, leading to inaccurate results frequently. In this paper, we employ a quantitative approach to overcome the above shortage. Under the analysis of the controller threat model we give the formal model results of the APIs, the protocol interfaces, and the data items of controller and further provide our Threat/Effort quantitative calculation model. With the help of Threat/Effort model, we are able to compare not only the security of different versions of the same kind controller but also different kinds of controllers and provide a basis for controller selection and secure development. We evaluated our approach in four widely used SDN-based controllers which are POX, OpenDaylight, Floodlight, and Ryu. The test, which shows the similarity outcomes with the traditional qualitative analysis, demonstrates that with our approach we are able to get the specific security values of different controllers and presents more accurate results. © 2017 Zehui Wu and Qiang Wei.","Application programming interfaces (API); Controllers; Electric lighting; Software defined networking; Configuration and managements; Controller selection; Protocol interfaces; Qualitative analysis; Quantitative approach; Quantitative calculation; Security value; Threat modeling; Network security","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85015780363"
"Hu W.; Tian Q.; Hu H.","Hu, Wei (57194772638); Tian, Qiang (35249708400); Hu, Haiyan (7404097878)","57194772638; 35249708400; 7404097878","Dynamic fracture simulation of flexible multibody systems via coupled finite elements of ANCF and particles of SPH","2016","Nonlinear Dynamics","84","4","","2447","2465","18","10.1007/s11071-016-2657-9","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957652731&doi=10.1007%2fs11071-016-2657-9&partnerID=40&md5=e104eabe3b46c1009dbffcc9b35b205b","A parallel computation methodology is proposed to study the dynamic fracture process of a flexible multibody system with initial cracks. The potential fracture domains of the flexible body system are described by using the particles of smoothed particle hydrodynamics (SPH), and the other domains of the system are modeled by using the finite elements of absolute nodal coordinate formulation (ANCF). In order to preserve the continuity of deformation field, extra virtual particles are uniformly embedded into the interface, where the finite elements of ANCF and the particles of SPH are connected, so as to transmit the interaction forces. The OpenACC derivatives are used to parallelize both the particle contact detection and the solution of the integral equations. A predictor-corrector scheme is used to solve the ordinary differential equations for the particles of SPH, while the generalized-alpha method is used to solve the huge set of differential algebraic equations for the multibody system. The OpenMP derivatives are also used to parallelize the evaluation of the elastic force vectors and their Jacobi matrices of the finite elements. Finally, three case studies are given to validate the proposed computation methodology. © 2016, Springer Science+Business Media Dordrecht.","Application programming interfaces (API); Crack propagation; Cracks; Finite element method; Fracture; Integral equations; Jacobian matrices; Ordinary differential equations; Absolute nodal coordinate formulations (ANCF); Computation methodologies; Differential algebraic equations; Dynamic fracture process; Dynamic fractures; Flexible multibody systems; Predictor-corrector schemes; Smoothed particle hydrodynamics; Hydrodynamics","Absolute nodal coordinate formulation (ANCF); Crack growth; Dynamic fracture; Flexible multibody system; Smoothed particle hydrodynamics (SPH)","Article","Final","","Scopus","2-s2.0-84957652731"
"Fan M.; Liu J.; Wang W.; Li H.; Tian Z.; Liu T.","Fan, Ming (56259274200); Liu, Jun (55904548100); Wang, Wei (56948560600); Li, Haifei (14631899000); Tian, Zhenzhou (56258233500); Liu, Ting (55835301800)","56259274200; 55904548100; 56948560600; 14631899000; 56258233500; 55835301800","DAPASA: Detecting Android Piggybacked Apps Through Sensitive Subgraph Analysis","2017","IEEE Transactions on Information Forensics and Security","12","8","7887707","1772","1785","13","10.1109/TIFS.2017.2687880","91","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019191558&doi=10.1109%2fTIFS.2017.2687880&partnerID=40&md5=5651a82e4c38d0fde357d9e93a14ec23","With the exponential growth of smartphone adoption, malware attacks on smartphones have resulted in serious threats to users, especially those on popular platforms, such as Android. Most Android malware is generated by piggybacking malicious payloads into benign applications (apps), which are called piggybacked apps. In this paper, we propose DAPASA, an approach to detect Android piggybacked apps through sensitive subgraph analysis. Two assumptions are established to reflect the different invocation patterns of sensitive APIs in the injected malicious payloads (rider) of a piggybacked app and in its host app (carrier). With these two assumptions, DAPASA generates a sensitive subgraph (SSG) to profile the most suspicious behavior of an app. Five features are constructed from SSG to depict the invocation patterns. The five features are fed into the machine learning algorithms to detect whether the app is piggybacked or benign. DAPASA is evaluated on a large real-world data set consisting of 2551 piggybacked apps and 44 921 popular benign apps. Extensive evaluation results demonstrate that the proposed approach exhibits an impressive detection performance compared with that of three baseline approaches even with only five numeric features. Furthermore, the proposed approach can complement permission-based approaches and API-based approaches with the combination of our five features from a new perspective of the invocation structure. © 2017 IEEE.","Application programming interfaces (API); Computer crime; Feature extraction; Learning algorithms; Learning systems; Malware; Smartphones; Static analysis; Virtual reality; Android malware; Detection performance; Evaluation results; Exponential growth; Malware detection; Popular platform; sensitive API; Subgraphs; Android (operating system)","malware detection; Piggybacked apps; sensitive API; sensitive subgraph; static analysis","Article","Final","","Scopus","2-s2.0-85019191558"
"Passornpakorn W.; Kamolphiwong S.","Passornpakorn, Wasin (54412935400); Kamolphiwong, Sinchai (6506964481)","54412935400; 6506964481","Ontology based framework for interactive self-assessment of e-health applications","2016","IEICE Transactions on Information and Systems","E99D","1","","2","9","7","10.1587/transinf.2015NTI0001","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953229753&doi=10.1587%2ftransinf.2015NTI0001&partnerID=40&md5=a3c48573cb530efd7beda983276e97bd","Personal e-healthcare service is growing significantly. A large number of personal e-health measuring and monitoring devices are now in the market. However, to achieve better health outcome, various devices or services need to work together. This coordination among services remains challenge, due to their variations and complexities. To address this issue, we have proposed an ontology-based framework for interactive self-assessment of RESTful e-health services. Unlike existing e-health service frameworks where they had tightly coupling between services, as well as their data schemas were difficult to change and extend in the future. In our work, the loosely coupling among services and flexibility of each service are achieved through the design and implementation based on HYDRA vocabulary and REST principles. We have implemented clinical knowledge through the combination of OWL-DL and SPARQL rules. All of these services evolve independently; their interfaces are based on REST principles, especially HATEOAS constraints. We have demonstrated how to apply our framework for interactive self-assessment in e-health applications. We have shown that it allows the medical knowledge to drive the system workflow according to the event-driven principles. New data schema can be maintained during run-time. This is the essential feature to support arriving of IoT (Internet of Things) based medical devices, which have their own data schema and evolve overtime. Copyright © 2016 The Institute of Electronics, Information and Communication Engineers.","Application programming interfaces (API); Biomedical equipment; Digital storage; Health; Health care; HATEOAS; Health informations; Knowledge model; Ontology-based applications; RESTful Services; Ontology","HATEOAS; Ontology-based application programming interface; Ontology-based health information; Ontology-based knowledge model; Restful service composition","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84953229753"
"Chiu M.-C.; Lin Y.-H.","Chiu, Ming-Chuan (36159384200); Lin, Yi-Hsuan (56640039200)","36159384200; 56640039200","Simulation based method considering design for additive manufacturing and supply chain An empirical study of lamp industry","2016","Industrial Management and Data Systems","116","2","","322","348","26","10.1108/IMDS-07-2015-0266","53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960433291&doi=10.1108%2fIMDS-07-2015-0266&partnerID=40&md5=3e0bc890c335f461203e15ed73070225","Purpose - The purpose of this paper is to develop a decision support tool to use with design for additive manufacturing (DfAM) and design for supply chain (DfSC) such that the Supply Chain (SC) configuration for a personalized product can be optimized under various demand uncertainties. Design/methodology/approach - A simulation-based methodology is proposed in this industryuniversity cooperative research. Through identifying the company requirements with interview, an application programming interface (API) and simulation model were developed to solve the DfAM and DfSC problems of case company. Based on customer preference, the SC configuration is analyzed and suggestions are developed according to simulation results at the product design. Findings - Results show the supplementary capacity of the additive manufacturing (AM) process improves the SC performance in terms of lead time and total cost. This work identifies the research gap between AM and SC, and gives a comprehensive investigation of different performance indicators, such as order fulfill rate and waste rate. Research limitations/implications - Metal AM technology was not in the mass production stage at the time of this study. Thus, this research mainly emphasizes a nonmetal AM process. Practical implications - AM technology can improve SC performance through its supplementary capacity and help the SC to be more flexible, robust and resilient in terms of lead time and total cost. This research implements an API to assist decision making. The findings of this research provide case company a valuable reference while branching its business. Originality/value - This is the first study that considers both DfAM and DfSC with the integration of an API. It also addresses the demand fluctuation level and stochastic demand of a personalized product in a unique approach. © Emerald Group Publishing Limited.","3D printers; Application programming interfaces (API); Artificial intelligence; Decision making; Decision support systems; Design; Manufacture; Product design; Stochastic systems; Supply chains; Customer preferences; Decision support tools; Design for supply chain; Design/methodology/approach; Performance indicators; Personalized products; Simulation; Simulation-based method; Design for manufacturability","Decision support system; Design for additive manufacturing; Design for supply chain; Simulation","Article","Final","","Scopus","2-s2.0-84960433291"
"Shin T.-S.","Shin, Tae-Song (57193712414)","57193712414","Building information modeling (BIM) collaboration from the structural engineering perspective","2017","International Journal of Steel Structures","17","1","","205","214","9","10.1007/s13296-016-0190-9","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016079012&doi=10.1007%2fs13296-016-0190-9&partnerID=40&md5=834b9acc3b71aac59f3c3d1d9131f3cf","Collaboration is essential for protecting investments and increasing the competitiveness of the construction industry. This study presents the possibility of information interoperability from the structural engineering perspective and aims to maximize the building information model (BIM) collaboration to improve both the work efficiency and quality of structures. In particular, this study analyzes and reviews the possibility of information interoperability in BIM between the structure, construction, architecture, and work-process models by considering the structural engineering perspective in the collaboration. To achieve information interoperability, Open BIM is used as the principal method, and an application-programming interface (API) is used as a secondary method. The level of development (LOD) information interoperability is limited to LOD 300. The analyses and reviews discuss the possibility of practical applications of information interoperability between models in BIM from the structural engineering perspective. Furthermore, an increase in the work efficiency and structural quality is pursued through the BIM collaboration. © 2017, Korean Society of Steel Construction and Springer-Verlag Berlin Heidelberg.","Application programming interfaces (API); Competition; Construction industry; Efficiency; Information theory; Interoperability; Structural design; Architecture modeling; Construction model; Open Standards; Structure modeling; Work process simulation; Architectural design","architecture model; construction model; interoperability; open standard BIM; structure model; work-process simulation","Article","Final","","Scopus","2-s2.0-85016079012"
"Atanasov I.; Pencheva E.; Dimova R.","Atanasov, Ivaylo (15764739400); Pencheva, Evelina (15766036700); Dimova, Rozalina (56371047000)","15764739400; 15766036700; 56371047000","Toward open service access to policy and charging control in evolved packet system","2015","Telecommunication Systems","59","3","","365","380","15","10.1007/s11235-014-9942-z","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929955617&doi=10.1007%2fs11235-014-9942-z&partnerID=40&md5=97e1c693ae35196fbd9350e3434080d8","The emerging multimedia communications are expected to enable simultaneous services with high throughput and low-latency requirements. Ensuring appropriate quality of service (QoS) for multimedia services is one of the challenges that network operators have to cope with in the Evolved Packet System (EPS). The mechanism which allows policy based authorization and usage control of QoS resources intended for multimedia traffic in EPS is called Policy and Charging Control (PCC). The paper investigates the capabilities for open access to PCC. The open access allows third party applications to access functions in the telecommunication networks through Application Programming Interfaces (APIs). The support of standardized APIs for PCC is evaluated. An approach to design new APIs for PCC is described. APIs implementation issues are addressed including interface-to-protocol mapping. The functional verification of application server for open access to PCC functions is formalized. The application server’s functional behaviour is modelled and adaptive load control mechanism is proposed. The application server performance and utilization are evaluated. © 2014, Springer Science+Business Media New York.","Access control; Computer systems programming; Intelligent networks; Internet protocols; Multimedia services; Multimedia systems; Quality of service; Telecommunication services; Application Servers; Internet protocol multimedia subsystem; Labelled transition systems; Open service access; Throughput evaluations; Application programming interfaces (API)","Admission control; Application server; Internet protocol multimedia subsystem; Labelled transition systems; Open service access; Throughput evaluation","Article","Final","","Scopus","2-s2.0-84929955617"
"Woods J.O.; Christian J.A.","Woods, John O. (56330686900); Christian, John A. (23975296000)","56330686900; 23975296000","GLIDAR: An open GL-based, real-time, and open source 3d sensor simulator for testing computer vision algorithms","2016","Journal of Imaging","2","1","5","","","","10.3390/jimaging2010005","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995591168&doi=10.3390%2fjimaging2010005&partnerID=40&md5=dac881777c7c969082030b0f1e8be42a","3D sensors such as LIDARs, stereo cameras, time-of-flight cameras, and the Microsoft Kinect are increasingly found in a wide range of applications, including gaming, personal robotics, and space exploration. In some cases, pattern recognition algorithms for processing depth images can be tested using actual sensors observing real-world objects. In many situations, however, it is common to test new algorithms using computer-generated synthetic images, as such simulations tend to be faster, more flexible, and less expensive than hardware tests. Computer generation of images is especially useful for Monte Carlo-type analyses or for situations where obtaining real sensor data for preliminary testing is difficult (e.g., space applications). We present GLIDAR, an OpenGL and GL Shading Language-based sensor simulator, capable of imaging nearly any static three-dimensional model. GLIDAR allows basic object manipulations, or may be connected to a physics simulator for more advanced behaviors. It permits publishing to a TCP socket at high frame-rates or can save to PCD (point cloud data) files. The software is written in C++, and is released under the open source BSD license. © 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons by Attribution (CC-BY) license","Application programming interfaces (API); C++ (programming language); Cameras; Computer hardware; Computer vision; Open source software; Open systems; Simulators; Space applications; Stereo image processing; Three dimensional computer graphics; 3D sensor; Computer vision algorithms; Creative Commons; Microsoft's kinect; Open GL; Open-source; Real- time; Sensor simulators; Stereo cameras; Time-of flight; Space research","3D sensors; Sensor simulators","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84995591168"
"Lifa A.; Eles P.; Peng Z.","Lifa, Adrian (36703068400); Eles, Petru (7004910928); Peng, Zebo (55504457900)","36703068400; 7004910928; 55504457900","A Reconfigurable Framework for Performance Enhancement With Dynamic FPGA Configuration Prefetching","2016","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","35","1","7131514","100","113","13","10.1109/TCAD.2015.2448694","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961730157&doi=10.1109%2fTCAD.2015.2448694&partnerID=40&md5=4446d9e818cc411789161aecacc347d3","Many modern applications exhibit a dynamic and nonstationary behavior, with certain characteristics in one phase of their execution, which change as the application enters new phases, in a manner unpredictable at design-time. In order to meet the demands of such applications, it is important to have adaptive and self-reconfiguring hardware platforms, coupled with intelligent on-line optimization algorithms, that together can adjust to the run-time requirements. Partially dynamically reconfigurable field programmable gate array architectures offer both high performance and flexibility. Despite these potential advantages, the challenges faced by designers trying to set-up a functioning system are still significant, mainly because of the still immature design tools and limited device drivers. We propose a complete framework, based on Xilinx's commercial design suite, that enables an application designer to leverage the advantages of partial dynamic reconfiguration with minimal effort. Our IP-based architecture, together with the comprehensive application programming interface, can be employed to accelerate an application by dynamically scheduling hardware prefetches. Moreover, a piecewise linear predictor is used to capture correlations and predict the hardware modules that will generate the highest performance improvement. Our evaluation comprises of extensive simulations, as well as a complete implementation of the smallest univalue segment assimilating nucleus image processing application on the ML605 board from Xilinx. The measurements show a significant reduction of the expected execution time compared to previous state-of-the-art prefetching algorithms, with only a minor energy overhead. © 2015 IEEE.","Algorithms; Application programming interfaces (API); Computer hardware; Design; Dynamic models; Field programmable gate arrays (FPGA); Hardware; Image processing; Image segmentation; Integrated circuit design; Logic gates; Memory architecture; Optimization; Piecewise linear techniques; Reconfigurable architectures; Image processing applications; Non-stationary behaviors; Partial dynamic reconfiguration; Partial reconfiguration; Performance enhancements; Prefetching; self-reconfiguring and adaptive platform; Smallest univalue segment assimilating nucleus; Reconfigurable hardware","Dynamic configuration prefetching; field programmable gate array (FPGA); partial reconfiguration; self-reconfiguring and adaptive platform","Article","Final","","Scopus","2-s2.0-84961730157"
"Zhu C.; Zhu M.F.; Wang Y.; Li S.","Zhu, Changsheng (55728073700); Zhu, Ming Fang (7402909362); Wang, Yongxian (57189061230); Li, Shuo (57189059379)","55728073700; 7402909362; 57189061230; 57189059379","Research of three-dimensional dendritic growth using phase-field method based on MPI+OpenMP","2015","Journal of Computational and Theoretical Nanoscience","12","11","","4607","4614","7","10.1166/jctn.2015.4408","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964983953&doi=10.1166%2fjctn.2015.4408&partnerID=40&md5=39ae5db00fe8748715ae0a26b83fb4bf","The phase-field method, as a calculation tool which simulates the causes of complex graphics during the dendritic growth, has shown its strong vitality, but there is a obvious problem on the amount of computation in the simulation of the three-dimensional dendritic growth when we use the Finite Difference Method. In order to solve the problems in the three-dimensional phase-field simulation, such as large computational amount, low efficiency, small computation domain and so on, this article explored the solution to the three-dimensional phase-field model based on MPI+OpenMP, and compared the computational efficiency of MPI, OpenMP and MPI+OpenMP. Compared to the serial method, the simulation result showed when the computing scale runs up to 5003, theMPI+OpenMP hybrid programming algorithm improved the computational efficiency a lot. It reached 16.24 times speedup ratio, much higher than 7.04 times in MPI and 5.94 times in OpenMP. MPI+OpenMP expanded the computation domain of the three-dimensional dendritic growth to 8003, and achieved a large scale simulation. © 2015 American Scientific Publishers.","Application programming interfaces (API); Efficiency; Finite difference method; Phase interfaces; Phase transitions; Computation domains; Computational amounts; Dendritic growth; Large scale simulations; MPI+OpenMP; Phase field methods; Phase-field simulation; Three dimensional simulations; Computational efficiency","Dendritic growth; MPI+OpenMP; Phase-field method; Three-dimensional simulation","Article","Final","","Scopus","2-s2.0-84964983953"
